Unnamed: 0,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
3546,Player A,Team A,30,160.140434,224.1707502,Forward,100,4,2,0,76.81556541,6.263061714,12,9,5,8,0.082736836,49,5,7.836372808,3.559598066,5.363636364,188.6374218,2022
3547,Player D,Team B,33,161.6007856,81.71168095,Forward,29,0,1,1,83.01617337,13.43802399,39,8,19,1,0.484537995,72,3,7.504795294,6.591862884,1.166666667,306.0290716,2022
3548,Player A,Team A,18,168.0340486,104.0148516,Goalkeeper,28,18,8,1,56.488286,12.74854347,31,0,12,7,0.302419511,22,6,15.92715026,3.666561302,2.655172414,736.9609106,2022
3549,Player D,Team A,30,167.4403373,109.0130406,Forward,7,19,2,1,69.77201136,14.32056948,66,5,19,6,0.563408364,86,6,8.593270236,1.770898769,11.75,441.4425054,2020
3550,Player A,Team A,39,,99.76129393,Goalkeeper,11,,0,1,94.20608574,10.86551807,13,13,11,6,0.80380489,26,3,12.12106422,2.215888555,7.166666667,533.0874379,2020
3551,Player A,Team C,28,172.1973855,171.08882,Midfielder,2,12,8,1,71.26828145,9.202652871,57,2,17,1,0.137148488,90,1,8.704834929,3.811582689,32.66666667,198.7696551,2020
3552,Player A,Team C,38,174.4026197,93.81062767,Defender,20,5,4,4,56.35567388,6.03021016,91,8,15,0,0.580699085,9,8,13.70350735,1.218480965,0.571428571,349.6334982,2021
3553,Player B,Team C,25,176.8215076,99.0354897,Forward,3,9,6,0,65.55376428,13.50467466,45,1,10,3,0.50550876,21,7,15.80860652,0.253943479,14,111.3876572,2019
3554,Player D,Team B,25,163.9546535,67.71590823,Defender,,10,1,0,61.07598602,9.562591958,89,11,25,6,0.144078786,95,4,9.96612108,4.843143211,2.407407407,546.9740135,2019
3555,Player D,Team C,31,323.3889546,106.6705483,Forward,11,15,0,3,84.344852,10.6113383,84,10,24,5,0.623998486,63,4,14.04531272,7.63303292,2.666666667,251.6707362,2019
3556,Player A,Team B,30,186.957778,116.5227177,Midfielder,70,0,5,2,95.55138822,8.135233308,74,6,10,9,0.273640418,6,0,17.37282162,0.444519521,4.25,39.96726092,2022
3557,Player A,Team C,20,181.493393,,Forward,26,18,4,1,86.6744979,10.23872939,90,8,0,1,0.487834319,14,8,6.413364277,0.276750305,3.296296296,334.784705,2019
3558,Player B,Team C,21,177.7657681,,Forward,22,4,9,0,92.18099922,12.8175231,58,14,0,6,0.082272324,33,9,15.66005899,2.970819663,2.47826087,364.2428153,2022
3559,Player B,Team A,37,185.3775976,,Midfielder,29,5,5,2,90.29088314,12.12259751,64,14,6,9,0.459584057,71,7,9.847174167,4.395251313,2.466666667,593.3039001,2021
3560,Player B,Team A,32,193.1071763,96.35732833,Goalkeeper,,5,1,2,50.73021515,14.88922642,32,2,25,8,0.306463468,24,4,6.839749348,6.187419615,3.130434783,180.8073154,2020
3561,Player D,Team A,32,177.1077164,88.29805758,Goalkeeper,9,4,6,4,56.21851008,9.956489692,45,2,6,1,0.822381211,73,9,13.18481311,3.16804409,4.9,165.0658062,2022
3562,Player D,Team B,38,,111.7153568,Midfielder,,5,0,1,,10.29699733,81,2,3,9,0.056978727,75,5,8.393934789,4.325410418,,,2019
3563,Player D,Team B,30,198.142889,81.42486965,Goalkeeper,22,12,7,3,55.60448323,5.527260212,53,0,13,4,0.418607275,87,9,17.32042689,0.38435729,2.086956522,476.1254394,2019
3564,Player A,Team C,26,193.5849798,54.27720695,Forward,0,,6,2,86.74673826,8.893828059,65,12,23,1,0.458431424,51,9,5.643438643,1.473346796,24,0,2019
3565,Player D,Team B,27,354.0800648,109.1189463,Defender,12,,6,4,53.50937158,14.22104323,3,8,4,0,0.725006076,2,7,6.479793444,2.401924604,7.538461538,,2021
3566,Player C,Team C,29,185.7886735,97.17868906,Midfielder,6,,5,1,110.367793,8.504762048,53,8,21,6,0.574287575,15,5,12.81494189,1.928629695,8.714285714,,2019
3567,Player C,Team B,31,167.0828369,,Forward,19,7,9,0,69.61446053,12.66111834,3,5,11,1,0.667212337,35,9,13.83412676,0.400160921,4.25,415.6022858,2022
3568,Player B,Team B,18,182.4208874,,Midfielder,,8,4,3,77.17228283,14.77599414,16,8,3,5,0.777049286,36,3,15.94829997,0.752777846,,,2022
3569,Player D,Team B,31,199.2531316,,Defender,2,,8,1,81.46887194,6.268486143,79,8,2,6,0.862202974,92,2,8.888910924,0.045526279,9,,2020
3570,Player C,Team A,31,180.7326046,,Forward,28,5,2,4,,8.339930575,72,0,17,0,0.313875497,39,6,17.62640612,1.794762764,2.448275862,318.8448428,2021
3571,Player B,Team B,25,197.105532,60.34098141,Forward,,8,8,4,63.55923995,9.743741923,89,2,23,8,0.538022705,4,1,19.2971351,0.463866129,,,2022
3572,Player D,Team A,33,,106.6756632,Defender,11,17,4,4,83.29922443,7.373749902,73,14,26,5,0.840108078,64,6,12.48558955,7.584224164,3.75,318.8116341,2022
3573,Player A,Team A,31,,107.624696,Defender,28,14,7,4,,5.124363666,70,2,4,1,0.989451131,74,0,16.40797047,3.601589337,0.344827586,658.4699168,2019
3574,Player C,Team B,18,183.1688014,,Goalkeeper,4,3,2,4,,9.68604143,72,0,25,0,0.889519311,6,9,12.87272532,2.15831722,11.8,125.0736533,2020
3575,Player A,Team C,33,,,Forward,17,1,6,3,,10.36616176,54,5,5,0,0.371467263,57,4,6.042005441,3.673929516,0.611111111,214.9035785,2022
3576,Player D,Team C,35,,96.71790372,Defender,,5,9,2,,11.25434452,47,3,13,1,0.195166517,30,8,9.891672693,3.919816363,,,2021
3577,Player C,Team C,24,170.9829078,112.2360608,Defender,,16,3,2,77.75065757,13.27215097,90,7,5,8,0.489392537,99,0,6.312300344,0.108185449,0.916666667,297.1738385,2020
3578,Player D,Team B,32,161.2992529,79.78721514,Forward,27,6,4,0,50.31058233,7.530425481,95,5,19,1,0.741641452,74,7,19.83318679,0,1.928571429,571.1203136,2019
3579,Player A,Team C,34,192.8341322,78.94617981,Goalkeeper,24,,3,2,69.82057702,5.610360686,48,3,24,0,0.492569071,96,8,8.435388681,3.721791078,2.16,477.6307262,2022
3580,Player C,Team A,36,171.0291855,81.00008167,Midfielder,,,8,4,52.04283438,5.898348786,22,4,22,3,0.483180863,67,8,14.53850629,4.402556103,,,2022
3581,Player A,Team C,30,191.8619422,55.75903235,Goalkeeper,2,1,6,2,82.66419666,9.97409495,26,11,11,8,0.838230421,90,7,9.265176529,0,20,44.337428,2020
3582,Player D,Team B,26,171.5287033,224.8835797,Defender,15,11,5,2,106.2646796,14.22236479,24,1,27,7,0.361403779,15,3,14.79869323,0.650867611,4.75,200.0748979,2019
3583,Player D,Team C,32,167.7730542,,Midfielder,9,9,5,4,89.20919941,14.82210817,92,9,25,6,0.859794675,17,6,8.156025363,0.903674762,6.5,114.0987742,2022
3584,Player A,Team A,20,,,Midfielder,22,16,9,3,77.31304343,7.050512918,23,11,11,7,0.406804801,91,0,16.77905099,6.453639205,1.130434783,218.6528229,2019
3585,Player C,Team B,18,174.4658131,,Goalkeeper,16,,6,4,81.14749142,6.519673894,79,0,28,1,0.328233106,18,6,6.662174043,1.556131009,4.176470588,,2021
3586,Player A,Team C,33,184.0550485,102.5834146,Midfielder,9,,4,2,63.97096466,8.534718097,79,11,7,4,0.453989911,19,5,18.427256,0.743315471,6.9,272.9942933,2022
3587,Player D,Team B,25,184.3992597,64.18703344,Defender,2,9,9,2,,9.638896678,91,6,22,6,0.762446959,76,4,17.60632539,4.779874579,18.66666667,214.1670351,2019
3588,Player A,Team B,30,,,Forward,24,,2,0,86.8653081,13.08065283,19,9,19,0,0.126002028,88,0,15.18211015,0.131613244,0.2,,2022
3589,Player D,Team B,25,,95.48129941,Forward,1,12,2,4,80.59316667,12.74606821,52,11,24,5,0.196419216,69,7,6.011219407,0.484725629,43.5,197.3207942,2021
3590,Player A,Team C,34,186.9776429,,Forward,260,15,6,0,96.91659157,14.22666094,82,2,1,6,0.951444826,24,9,8.128535425,1.00770814,1.703703704,436.5606326,2019
3591,Player C,Team B,39,176.1493202,216.3109812,Goalkeeper,,7,9,0,99.46129208,13.58100739,73,12,29,7,0.175491627,91,0,17.89042394,4.042048704,,,2019
3592,Player C,Team C,31,194.4952154,115.6926524,Forward,,11,0,1,,9.387924756,25,2,4,4,0.567727318,48,0,6.829616515,5.503435446,10.33333333,279.4593261,2020
3593,Player A,Team A,38,,,Forward,26,,3,0,99.28109298,5.190228332,59,5,29,7,0.579314467,30,2,7.338981445,3.943155338,3.037037037,546.7794031,2021
3594,Player A,Team C,38,181.7694703,,Forward,16,15,9,2,,7.365895519,1,2,17,9,0.489624462,15,7,13.16004986,0.47113847,3.352941176,186.9472102,2021
3595,Player C,Team A,24,198.0220149,54.46063287,Midfielder,3,8,7,2,,11.10054434,2,6,23,0,0.644745249,47,7,9.112661595,2.838162179,21.5,56.23095689,2020
3596,Player D,Team C,32,,,Midfielder,27,18,3,1,54.49162696,10.01494375,55,6,24,3,0.229826726,44,6,8.331135499,1.456591726,0.178571429,301.6862896,2020
3597,Player C,Team B,33,192.678738,92.52348762,Midfielder,25,16,0,1,90.35598871,7.401602339,65,4,2,5,0.552662268,98,4,13.63720148,0.516033423,0.846153846,347.4276566,2019
3598,Player D,Team C,36,186.142429,,Defender,,7,4,4,61.84302179,6.315992313,24,0,15,3,0.372173255,27,7,10.58865015,1.69647,0.344827586,510.0026812,2020
3599,Player A,Team B,23,193.5748345,53.95602371,Defender,21,11,0,1,53.04941036,7.160121335,67,12,4,4,0.66166726,84,1,7.108398452,2.310406654,2,172.1678514,2020
3600,Player A,Team A,18,197.7795152,97.43716423,Defender,14,,8,3,106.7463611,7.597449178,14,8,8,1,0.141223543,64,7,13.02280651,2.982840762,3.933333333,333.39265,2020
3601,Player D,Team C,29,170.9168691,72.97412254,Forward,12,5,7,2,65.73229279,13.6729066,81,14,5,6,0.570877417,41,1,10.80518605,1.42469266,3.153846154,273.6971621,2019
3602,Player A,Team B,35,166.7864433,,Midfielder,22,9,6,2,79.40745742,12.10261939,6,1,18,8,0.185270355,96,9,16.01775161,7.978086658,1.434782609,525.2964528,2021
3603,Player D,Team A,33,,,Defender,18,8,4,1,80.00755171,10.52332458,90,14,21,6,0.278643063,68,4,6.541331635,0.126176713,4.684210526,431.3066622,2019
3604,Player B,Team A,29,188.0744971,,Goalkeeper,,3,3,1,,5.209410218,81,3,24,0,0.2187098,5,3,14.30919866,2.395096526,,,2022
3605,Player C,Team C,37,169.0876501,107.7805841,Midfielder,3,10,6,2,78.82211617,13.21196363,70,14,26,1,0.18283778,53,0,11.5473999,4.410600556,4.5,132.0430067,2019
3606,Player B,Team A,30,160.164058,81.54179904,Forward,,5,2,1,69.04590235,10.52463632,92,14,26,7,0.825710952,8,4,11.09092813,5.25656947,,,2022
3607,Player D,Team B,25,,77.14482102,Midfielder,,17,7,4,51.18333497,11.27340435,40,9,15,0,0.285707568,22,6,8.48431532,0.82879032,5.375,478.1426316,2022
3608,Player C,Team A,39,198.7543734,66.78458172,Forward,,3,4,1,95.25442341,5.656466826,59,9,25,1,0.927123782,7,0,5.456390423,3.51251424,,,2020
3609,Player D,Team A,18,187.7986984,,Defender,14,11,4,1,119.9693146,13.14850049,43,1,6,4,0.969926525,22,1,17.71533792,0.83489373,5.2,305.0345046,2019
3610,Player C,Team B,38,176.0530178,,Forward,13,8,0,4,75.35752875,13.32028111,32,14,3,5,0.57126047,46,8,9.896151291,0,6.214285714,382.9695604,2020
3611,Player C,Team A,24,167.7030439,117.9773856,Forward,2,,9,4,103.0253437,13.83342009,65,11,15,0,0.143001123,30,4,15.2163656,0.831128233,12.33333333,310.4480811,2019
3612,Player C,Team A,32,174.243587,90.17422108,Goalkeeper,23,8,7,4,65.74264674,10.28089493,81,0,19,0,0.374548243,16,6,19.213811,3.837874879,2.958333333,459.459532,2020
3613,Player C,Team A,39,166.7935773,58.946409,Midfielder,29,5,6,2,65.42404782,8.940444899,22,12,16,1,0.797732263,79,1,13.47485447,0.03153711,0.966666667,420.0379248,2020
3614,Player D,Team A,30,164.2522329,74.69642065,Forward,29,10,0,1,63.04307616,5.730463319,63,14,18,2,0.367390729,5,6,10.95720354,0.266382215,2.966666667,549.7470268,2021
3615,Player C,Team B,30,392.5393898,88.29274005,Goalkeeper,26,6,3,4,62.16766722,6.938850632,5,0,27,8,0.087017218,67,6,9.024103495,1.715186755,0.296296296,492.7452365,2021
3616,Player C,Team A,26,199.9060135,,Goalkeeper,16,13,3,4,105.2382524,7.255688904,62,0,24,2,0.556784911,23,6,19.01065689,0.872981197,1.235294118,460.1818797,2021
3617,Player B,Team B,32,333.1291552,52.48523581,Goalkeeper,7,15,8,2,97.89573008,5.626899642,42,6,16,7,0.845120851,61,4,15.23115227,4.689152873,9.375,213.7946227,2019
3618,Player A,Team A,21,162.1809024,116.5588724,Defender,13,14,9,3,79.76480294,6.543751722,24,10,12,5,0.795926387,74,8,14.9792209,1.521420582,6.357142857,142.5013235,2019
3619,Player A,Team A,30,173.1892443,69.2762977,Defender,12,19,1,1,55.40335046,13.86803523,82,11,1,9,0.17512314,5,1,11.39237488,3.150367466,6.230769231,326.600714,2021
3620,Player B,Team A,29,178.4663672,51.13292683,Forward,,,3,3,79.59792103,10.45402565,7,8,1,4,0.672764614,23,3,17.67573069,0.181682711,4.466666667,,2021
3621,Player B,Team A,22,,55.35108063,Midfielder,10,18,9,3,61.61237975,12.64491285,36,14,23,8,0.220504263,79,1,15.70508281,0,3.181818182,173.1759124,2020
3622,Player D,Team B,24,172.0569965,90.61364323,Defender,26,11,2,4,65.53410256,7.750238301,89,0,21,7,0.218207535,82,7,9.247749077,5.19596301,1.222222222,594.5071058,2021
3623,Player D,Team B,25,168.0348294,59.64498645,Defender,,10,9,2,90.05840942,6.345981318,92,9,22,2,0.874071773,25,0,13.9936799,6.653367956,,,2020
3624,Player D,Team B,22,,52.9207355,Forward,11,7,4,1,94.29010094,8.732538313,58,5,26,6,0.249668953,8,8,11.45290932,0.795363932,1,318.9575564,2020
3625,Player B,Team C,26,188.5031177,76.57385265,Forward,,2,6,1,84.99119465,12.9298519,27,10,3,3,0.263247347,95,4,5.098852442,5.369570464,,,2019
3626,Player B,Team A,31,185.3980606,93.59328346,Defender,23,18,4,1,96.62907411,7.973313076,52,4,15,7,0.000653391,21,2,17.11435147,1.504440753,1.666666667,462.4709807,2019
3627,Player C,Team A,29,175.4887143,,Forward,,2,4,3,95.25135319,7.045348922,70,13,26,6,0.870669034,2,3,6.842455234,0.02483996,2.818181818,311.3190283,2019
3628,Player D,Team B,21,196.3616377,71.93294825,Goalkeeper,20,,3,0,77.55850599,5.223971091,54,2,3,2,0.792594813,22,0,12.64931759,0,4.428571429,251.1023099,2019
3629,Player D,Team C,37,198.7813017,79.24324701,Forward,8,5,8,2,95.39233297,11.24011196,35,1,19,6,0.627328935,72,2,10.0433929,0.099958386,0.222222222,105.7932011,2019
3630,Player D,Team A,25,166.9455725,61.16220685,Goalkeeper,21,,5,0,77.24989756,9.358217686,61,1,11,5,0.750265764,87,7,10.13133562,4.100766042,2.136363636,,2019
3631,Player A,Team B,34,,85.42517289,Defender,14,19,9,3,55.21369996,7.587567886,14,14,21,5,0.152048567,96,1,12.16047325,2.391374598,2.866666667,428.8317519,2019
3632,Player C,Team A,25,181.0252411,55.96498608,Midfielder,0,,5,4,111.4967924,10.19754154,53,1,27,9,0.458323595,72,1,19.95534656,3.882289868,39,,2020
3633,Player D,Team A,38,,53.25629474,Goalkeeper,11,1,5,0,56.56012323,12.00623999,60,6,27,2,0.351219387,68,8,11.12569521,0,3.666666667,152.6495322,2021
3634,Player D,Team B,18,177.457936,86.3884757,Midfielder,5,,5,0,65.79800669,7.474668138,96,3,28,3,0.093776526,64,4,7.734938447,0.117092293,9,180.3149213,2019
3635,Player D,Team B,37,183.2716506,67.35278809,Defender,0,15,0,2,68.98963981,11.08770619,53,6,28,3,0.486130485,94,4,14.20409507,0,48,80.13409008,2021
3636,Player A,Team A,19,180.8829428,56.67616655,Forward,21,2,5,3,,7.601528606,68,13,19,5,0.92073965,19,0,8.544315621,2.729367142,2.045454545,327.1824678,2021
3637,Player A,Team A,21,173.2363433,,Goalkeeper,18,,3,2,,14.86660868,28,9,13,8,0.040059119,87,5,6.583237051,0.704518722,2,279.4414176,2022
3638,Player B,Team B,38,181.6978322,114.0598518,Goalkeeper,21,9,1,4,72.24707323,12.32390271,80,0,0,4,0.291460913,82,7,5.752612581,0.917791392,3.727272727,155.2633095,2019
3639,Player C,Team A,18,198.3520382,100.6934713,Defender,,19,5,1,111.8146698,11.02658145,26,11,16,7,0.207540936,53,5,5.34321911,0.842533463,,,2020
3640,Player B,Team A,24,,,Defender,500,4,0,3,79.10801198,6.723307686,80,9,23,4,0.238146654,93,6,11.46746972,1.785742293,0.921568627,333.2432147,2021
3641,Player C,Team B,18,186.1932543,111.0339792,Forward,16,12,0,4,67.69343909,10.8639389,67,3,17,5,0.908434552,87,3,11.4008867,1.450647599,2.941176471,296.5940372,2019
3642,Player A,Team A,26,,118.0839419,Midfielder,12,11,4,4,78.85812491,13.00456078,11,8,11,5,0.468069054,97,1,7.783181001,1.087259114,6.461538462,364.0557433,2020
3643,Player D,Team A,20,162.6566562,103.4272601,Goalkeeper,8,,5,0,99.294714,12.3710738,22,6,24,3,0.466299413,52,0,16.76028581,1.206291063,6.777777778,51.64571341,2022
3644,Player B,Team C,29,182.073129,92.58855454,Midfielder,7,19,1,2,53.57745927,12.78025198,49,9,9,9,0.760575642,47,5,6.939059419,0.691681669,10.875,335.131784,2019
3645,Player D,Team B,36,164.1975672,75.57981162,Goalkeeper,14,10,9,0,93.73142284,8.177995951,74,5,23,9,0.154492204,82,8,18.72975789,7.634308508,6.333333333,316.1430713,2019
3646,Player B,Team C,32,160.8938715,,Goalkeeper,17,,7,0,,8.282635693,99,6,14,4,0.487265354,54,9,13.81363966,3.195344883,2.5,381.1675939,2021
3647,Player A,Team C,39,166.8605199,,Forward,,14,3,1,73.28582181,10.38883961,75,1,16,3,0.429985214,44,4,5.414245642,2.373396342,5.5,257.6842145,2022
3648,Player A,Team C,33,,119.646499,Goalkeeper,20,17,3,2,87.05587415,7.786580401,72,0,25,1,0.596910691,97,1,19.44458939,0.417234506,2.714285714,353.7080531,2019
3649,Player A,Team A,27,188.1336382,82.71510792,Goalkeeper,25,15,9,1,95.50182317,6.130131314,87,9,10,1,0.999557703,7,0,9.619118893,5.817365818,0.230769231,616.7441546,2019
3650,Player B,Team A,39,168.0991426,100.6575558,Defender,1,6,4,4,50.45377418,9.611218844,81,8,23,7,0.769448894,92,2,11.74962439,0.325917088,35,94.34956052,2020
3651,Player C,Team C,23,186.7303775,,Forward,10,9,9,1,,5.019241769,26,1,24,3,0.397865703,1,3,9.264030395,2.014529947,4.545454545,326.35783,2021
3652,Player B,Team C,34,167.2990532,,Defender,,15,3,4,53.47761698,12.60758299,58,1,19,8,0.827553052,63,6,15.92631947,5.919212908,48,278.6693178,2021
3653,Player C,Team C,38,184.5382971,78.72139295,Goalkeeper,17,16,4,0,76.28392596,12.49686919,8,2,6,5,0.170708363,98,8,12.28520331,1.777740687,5.5,462.7994556,2019
3654,Player B,Team A,39,176.4783872,85.32372781,Forward,20,6,9,1,,10.51915882,32,11,19,4,0.030463686,39,7,6.985594391,4.94266093,0.142857143,483.1886694,2019
3655,Player B,Team C,34,,75.68269633,Goalkeeper,26,10,2,2,58.47670707,12.47618994,69,12,28,6,0.204448372,19,8,6.563059285,0,3.407407407,226.3997756,2021
3656,Player A,Team C,38,199.8021101,102.4141325,Forward,,16,7,1,,11.2452826,50,2,18,5,0.340411556,31,6,15.8806312,4.754716099,2.384615385,571.2521863,2019
3657,Player D,Team B,36,197.5126786,111.1990419,Midfielder,,4,5,4,65.47689299,11.97455313,96,2,10,3,0.510580757,77,9,8.556221074,1.517975995,,,2022
3658,Player D,Team B,35,160.1712703,111.8019715,Midfielder,,0,7,3,80.52755655,5.646558342,39,3,0,9,0.615129141,24,7,7.06690062,2.816909101,11.57142857,90.61288606,2019
3659,Player C,Team A,28,195.4175506,65.93890994,Forward,20,2,4,2,82.90205194,13.81265459,5,10,17,8,0.910605717,69,7,12.49141395,0,2.80952381,220.5386025,2019
3660,Player D,Team B,24,162.6596318,112.7136397,Goalkeeper,16,15,6,4,82.44903636,11.43931261,3,0,22,5,0.50985401,87,0,17.04147931,0,3.882352941,459.5470237,2021
3661,Player B,Team B,27,198.1218634,73.90858623,Forward,,14,9,3,50.92723981,11.10630815,2,10,21,2,0.501275645,83,8,9.181741188,0.409731157,,,2021
3662,Player B,Team B,24,171.2730272,71.65153658,Goalkeeper,6,,6,2,57.61370039,8.872409636,12,12,14,3,0.05024301,65,1,9.146474176,0.291300624,11,,2022
3663,Player A,Team A,22,,100.872924,Midfielder,21,,5,3,105.6564158,5.281354125,25,0,12,3,0.034911553,33,6,17.5082189,6.54693084,0.818181818,424.9871049,2022
3664,Player A,Team B,29,163.6655282,71.32874381,Goalkeeper,6,,9,0,96.99211363,14.01461734,33,13,23,7,0.551159962,59,9,7.217506919,3.730122254,5,,2020
3665,Player D,Team A,33,164.4909103,53.70764839,Defender,,16,3,0,78.18339444,14.85665227,76,11,26,4,0.438178613,33,9,14.25091388,1.330966245,18.5,159.8174106,2020
3666,Player C,Team C,38,189.0696226,76.15324406,Midfielder,40,14,5,1,79.8485681,13.07786644,52,11,15,7,0.839180395,32,4,19.32520224,0.739384165,13,310.5158069,2022
3667,Player D,Team B,35,197.7732894,100.502592,Defender,130,19,8,1,87.7515295,14.15039164,46,3,18,7,0.160679585,59,3,17.61954724,0.896188033,0.714285714,463.2493179,2019
3668,Player D,Team A,20,368.8598796,72.88708942,Midfielder,70,19,3,1,70.30526432,6.209574435,7,0,5,5,0.024971662,92,0,5.927228507,3.557168714,9.125,349.9182104,2022
3669,Player D,Team B,37,377.2680012,94.06913392,Midfielder,28,,5,1,66.40081722,6.286752063,75,11,27,4,0.449038768,41,0,9.798663148,0.102174512,0.068965517,363.288171,2020
3670,Player D,Team C,32,190.4787898,192.4167222,Defender,11,,5,3,88.41008328,13.79606233,7,3,21,1,0.237478557,12,2,7.135616984,0.574993163,7.083333333,,2022
3671,Player B,Team A,22,170.512571,101.3615208,Forward,6,,2,2,51.41428285,5.575059238,18,12,27,0,0.049614373,73,0,19.23860957,2.112537629,13.71428571,,2019
3672,Player C,Team A,30,161.8091852,112.7991326,Goalkeeper,5,1,3,2,94.26731441,5.932035242,73,1,15,6,0.724598287,11,7,19.78912349,7.639167336,14.16666667,80.85548252,2020
3673,Player B,Team A,36,160.0749098,80.27951495,Midfielder,12,5,2,1,72.04512624,13.16847404,31,6,17,9,0.111593,97,2,8.524895308,0,5.076923077,213.7043206,2019
3674,Player C,Team C,29,174.0259713,61.65024537,Goalkeeper,210,15,2,0,,10.56974668,20,5,0,9,0.6083195,19,9,15.04548567,2.675081712,3.681818182,324.8776554,2019
3675,Player A,Team C,38,169.6585691,72.32480008,Midfielder,110,6,9,4,81.71390788,8.917270734,63,1,17,6,0.28104975,54,1,17.62447598,0,6.583333333,134.1824454,2021
3676,Player D,Team C,22,162.492709,80.25170786,Goalkeeper,16,18,3,1,63.71928742,10.53448435,22,1,8,1,0.17349605,57,5,8.505204266,0.286437337,4.882352941,215.6283432,2021
3677,Player B,Team A,23,167.1811317,99.97240285,Midfielder,15,,3,1,79.86937457,13.78747694,90,11,12,2,0.379751523,42,3,7.815209515,0.994958913,2.125,,2020
